Latency,PowerConsumption,Number of Processors,Combined Tasks,MapTask1To,MapTask2To,MapTask3To,MapTask4To,MapTask5To,MapTask6To,MapTask7To,	MapTask8To,MapTask9To,MapTask10To,MapTask11To,NodeProcessorTypeDistribution,No_Proc_Preffered,VSF1,VSF2,VSF3,VSF4,VSF5,VSF6,OSPolicy1,OSPolicy2,OSPolicy3,OSPolicy4,OSPolicy5,OSPolicy6
0.0048748372273679,0.0496354003597296,5,"(7, 8)","""Node1""","""Node1""","""Node2""","""Node1""","""Node4""","""Node6""","""Node2""","""Node1""","""Node4""","""Node2""","""Node3""","(1, 0, 5)",5,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,"""FCFS""","""FCFS""","""PB""","""FCFS""","""PB""","""PB"""
99999.0,99999.0,99999,"(6, 8)","""Node2""","""Node2""","""Node2""","""Node2""","""Node4""","""Node3""","""Node2""","""Node1""","""Node5""","""Node1""","""Node6""","(4, 1, 1)",6,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
0.00425883933952437,0.05121281025111639,4,"(3, 3)","""Node6""","""Node6""","""Node4""","""Node3""","""Node5""","""Node6""","""Node4""","""Node3""","""Node5""","""Node3""","""Node5""","(0, 4, 2)",4,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB"""
99999.0,99999.0,99999,"(2, 2)","""Node1""","""Node1""","""Node2""","""Node5""","""Node4""","""Node3""","""Node3""","""Node4""","""Node3""","""Node3""","""Node6""","(3, 0, 3)",6,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,"""PB""","""PB""","""FCFS""","""FCFS""","""PB""","""PB"""
0.005065428082760629,0.04679782172465277,5,"(4, 4)","""Node4""","""Node4""","""Node4""","""Node5""","""Node1""","""Node2""","""Node4""","""Node5""","""Node1""","""Node5""","""Node3""","(2, 2, 2)",5,1.0,0.6666666666666666,0.25,1.0,1.0,0.5,"""PB""","""PB""","""PB""","""PB""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(6, 8)","""Node4""","""Node1""","""Node6""","""Node6""","""Node1""","""Node1""","""Node6""","""Node6""","""Node3""","""Node1""","""Node6""","(1, 4, 1)",4,1.0,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(4, 4)","""Node4""","""Node4""","""Node4""","""Node6""","""Node6""","""Node4""","""Node4""","""Node1""","""Node2""","""Node2""","""Node2""","(5, 0, 1)",4,1.0,0.6666666666666666,1.0,1.0,0.5,1.0,"""FCFS""","""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(2, 2)","""Node3""","""Node2""","""Node3""","""Node2""","""Node6""","""Node2""","""Node5""","""Node2""","""Node4""","""Node4""","""Node4""","(6, 0, 0)",5,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(5, 6)","""Node1""","""Node1""","""Node3""","""Node1""","""Node1""","""Node3""","""Node2""","""Node3""","""Node3""","""Node6""","""Node2""","(0, 5, 1)",4,1.0,0.6666666666666666,1.0,0.5,0.5,1.0,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(2, 2)","""Node5""","""Node4""","""Node2""","""Node6""","""Node5""","""Node4""","""Node6""","""Node6""","""Node6""","""Node6""","""Node6""","(1, 5, 0)",4,0.25,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,"""PB""","""PB""","""FCFS""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(8, 8)","""Node3""","""Node3""","""Node2""","""Node1""","""Node5""","""Node1""","""Node2""","""Node1""","""Node5""","""Node1""","""Node5""","(1, 4, 1)",4,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,"""PB""","""PB""","""FCFS""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(7, 7)","""Node3""","""Node4""","""Node3""","""Node4""","""Node5""","""Node3""","""Node1""","""Node1""","""Node1""","""Node1""","""Node1""","(2, 4, 0)",4,1.0,0.25,1.0,1.0,0.5,1.0,"""PB""","""FCFS""","""PB""","""FCFS""","""PB""","""PB"""
99999.0,99999.0,99999,"(4, 4)","""Node1""","""Node6""","""Node2""","""Node5""","""Node1""","""Node6""","""Node4""","""Node5""","""Node6""","""Node2""","""Node6""","(0, 6, 0)",5,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,"""PB""","""FCFS""","""PB""","""PB""","""FCFS""","""PB"""
99999.0,99999.0,99999,"(5, 8)","""Node5""","""Node4""","""Node5""","""Node5""","""Node2""","""Node4""","""Node5""","""Node5""","""Node1""","""Node2""","""Node2""","(0, 1, 5)",4,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,"""FCFS""","""FCFS""","""PB""","""PB""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(2, 2)","""Node4""","""Node5""","""Node2""","""Node6""","""Node3""","""Node5""","""Node1""","""Node6""","""Node6""","""Node3""","""Node3""","(1, 0, 5)",6,0.5,0.6666666666666666,1.0,0.5,1.0,1.0,"""FCFS""","""FCFS""","""PB""","""FCFS""","""PB""","""FCFS"""
0.00535304211307076,0.03860959538654348,6,"(6, 8)","""Node1""","""Node2""","""Node4""","""Node3""","""Node5""","""Node6""","""Node4""","""Node1""","""Node5""","""Node6""","""Node6""","(6, 0, 0)",6,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,"""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""","""PB"""
0.00328292307422155,0.054357214660236235,6,"(7, 7)","""Node4""","""Node6""","""Node4""","""Node3""","""Node5""","""Node1""","""Node4""","""Node3""","""Node1""","""Node2""","""Node3""","(0, 1, 5)",6,1.0,1.0,1.0,1.0,1.0,1.0,"""FCFS""","""PB""","""PB""","""PB""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(7, 8)","""Node6""","""Node4""","""Node1""","""Node2""","""Node3""","""Node6""","""Node3""","""Node3""","""Node5""","""Node3""","""Node3""","(0, 5, 1)",6,0.25,0.25,1.0,0.6666666666666666,0.5,0.5,"""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""","""FCFS"""
0.0036246858183203103,0.04420023025155139,5,"(5, 5)","""Node2""","""Node2""","""Node1""","""Node5""","""Node4""","""Node2""","""Node1""","""Node6""","""Node1""","""Node5""","""Node5""","(1, 3, 2)",5,1.0,1.0,0.25,1.0,1.0,0.6666666666666666,"""PB""","""FCFS""","""PB""","""PB""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(7, 7)","""Node4""","""Node4""","""Node5""","""Node4""","""Node6""","""Node3""","""Node5""","""Node6""","""Node3""","""Node6""","""Node6""","(3, 2, 1)",4,0.25,0.25,0.6666666666666666,1.0,1.0,1.0,"""FCFS""","""PB""","""FCFS""","""PB""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(8, 8)","""Node3""","""Node5""","""Node1""","""Node3""","""Node4""","""Node5""","""Node2""","""Node5""","""Node4""","""Node6""","""Node4""","(1, 1, 4)",6,0.5,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,"""PB""","""PB""","""FCFS""","""PB""","""PB""","""FCFS"""
0.00544476420328048,0.04861088563502113,5,"(3, 3)","""Node2""","""Node1""","""Node3""","""Node2""","""Node5""","""Node1""","""Node6""","""Node5""","""Node6""","""Node6""","""Node6""","(3, 1, 2)",5,1.0,0.6666666666666666,0.6666666666666666,0.25,1.0,1.0,"""PB""","""PB""","""PB""","""PB""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(6, 6)","""Node6""","""Node4""","""Node6""","""Node1""","""Node1""","""Node3""","""Node1""","""Node5""","""Node1""","""Node5""","""Node2""","(1, 3, 2)",6,1.0,0.25,1.0,0.25,1.0,0.5,"""PB""","""FCFS""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(6, 8)","""Node4""","""Node4""","""Node4""","""Node5""","""Node1""","""Node5""","""Node3""","""Node2""","""Node1""","""Node3""","""Node1""","(5, 1, 0)",5,1.0,0.25,1.0,1.0,0.6666666666666666,0.5,"""FCFS""","""PB""","""PB""","""PB""","""FCFS""","""PB"""
0.00465206513766239,0.05639961310215996,5,"(6, 6)","""Node3""","""Node3""","""Node2""","""Node2""","""Node5""","""Node6""","""Node2""","""Node1""","""Node6""","""Node6""","""Node1""","(0, 1, 5)",5,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,"""FCFS""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(7, 7)","""Node2""","""Node5""","""Node2""","""Node6""","""Node1""","""Node4""","""Node5""","""Node6""","""Node3""","""Node1""","""Node3""","(2, 0, 4)",6,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,1.0,"""FCFS""","""FCFS""","""FCFS""","""FCFS""","""FCFS""","""FCFS"""
0.00431808543655921,0.04940657086450551,6,"(3, 3)","""Node2""","""Node5""","""Node2""","""Node2""","""Node6""","""Node3""","""Node4""","""Node1""","""Node6""","""Node1""","""Node6""","(0, 5, 1)",6,1.0,1.0,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(4, 4)","""Node2""","""Node3""","""Node4""","""Node2""","""Node5""","""Node1""","""Node1""","""Node3""","""Node1""","""Node5""","""Node6""","(2, 4, 0)",6,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.25,"""PB""","""FCFS""","""PB""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(5, 8)","""Node6""","""Node6""","""Node6""","""Node4""","""Node4""","""Node2""","""Node6""","""Node6""","""Node2""","""Node4""","""Node5""","(0, 6, 0)",4,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,"""FCFS""","""FCFS""","""FCFS""","""PB""","""FCFS""","""PB"""
99999.0,99999.0,99999,"(5, 7)","""Node5""","""Node5""","""Node1""","""Node5""","""Node6""","""Node5""","""Node1""","""Node3""","""Node6""","""Node3""","""Node3""","(0, 3, 3)",4,0.6666666666666666,0.25,1.0,0.6666666666666666,0.6666666666666666,1.0,"""FCFS""","""PB""","""FCFS""","""PB""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(5, 5)","""Node1""","""Node1""","""Node4""","""Node3""","""Node6""","""Node1""","""Node2""","""Node3""","""Node6""","""Node3""","""Node6""","(0, 5, 1)",5,1.0,1.0,1.0,0.6666666666666666,0.5,0.6666666666666666,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
0.0042244893769484,0.047899855782806935,6,"(2, 2)","""Node2""","""Node4""","""Node6""","""Node6""","""Node1""","""Node3""","""Node5""","""Node4""","""Node5""","""Node5""","""Node5""","(2, 3, 1)",6,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""","""PB"""
99999.0,99999.0,99999,"(3, 4)","""Node5""","""Node2""","""Node4""","""Node4""","""Node2""","""Node2""","""Node6""","""Node1""","""Node1""","""Node1""","""Node1""","(1, 4, 1)",5,1.0,1.0,0.5,0.5,1.0,1.0,"""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(8, 8)","""Node2""","""Node3""","""Node6""","""Node2""","""Node5""","""Node1""","""Node4""","""Node6""","""Node1""","""Node4""","""Node1""","(2, 0, 4)",6,1.0,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""FCFS""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(6, 6)","""Node6""","""Node5""","""Node1""","""Node2""","""Node1""","""Node5""","""Node1""","""Node2""","""Node1""","""Node2""","""Node2""","(4, 1, 1)",4,1.0,0.6666666666666666,0.5,0.6666666666666666,1.0,0.6666666666666666,"""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(2, 2)","""Node6""","""Node2""","""Node4""","""Node6""","""Node5""","""Node2""","""Node4""","""Node1""","""Node5""","""Node5""","""Node5""","(0, 6, 0)",5,0.5,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,"""FCFS""","""PB""","""PB""","""FCFS""","""PB""","""PB"""
99999.0,99999.0,99999,"(3, 3)","""Node6""","""Node1""","""Node6""","""Node6""","""Node6""","""Node1""","""Node1""","""Node6""","""Node1""","""Node5""","""Node3""","(0, 1, 5)",4,1.0,0.5,0.25,1.0,0.5,1.0,"""PB""","""FCFS""","""FCFS""","""FCFS""","""FCFS""","""FCFS"""
0.0046147861174926,0.04199021195300366,6,"(2, 2)","""Node5""","""Node2""","""Node4""","""Node5""","""Node3""","""Node1""","""Node6""","""Node3""","""Node1""","""Node6""","""Node3""","(3, 2, 1)",4,1.0,0.25,1.0,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""PB""","""FCFS"""
0.00390468093454695,0.04639880208743896,5,"(6, 6)","""Node5""","""Node5""","""Node5""","""Node2""","""Node4""","""Node6""","""Node5""","""Node2""","""Node6""","""Node1""","""Node6""","(3, 2, 1)",5,1.0,1.0,0.5,1.0,1.0,1.0,"""PB""","""FCFS""","""FCFS""","""PB""","""PB""","""PB"""
0.00643383030717938,0.044859092966167975,5,"(8, 8)","""Node4""","""Node6""","""Node4""","""Node4""","""Node2""","""Node3""","""Node4""","""Node6""","""Node1""","""Node3""","""Node2""","(2, 3, 1)",5,0.5,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,"""PB""","""PB""","""FCFS""","""PB""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(7, 7)","""Node6""","""Node1""","""Node6""","""Node5""","""Node2""","""Node1""","""Node3""","""Node5""","""Node4""","""Node5""","""Node5""","(3, 0, 3)",6,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(5, 5)","""Node2""","""Node2""","""Node3""","""Node1""","""Node3""","""Node5""","""Node1""","""Node6""","""Node1""","""Node6""","""Node6""","(3, 1, 2)",5,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,"""PB""","""PB""","""PB""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(3, 3)","""Node1""","""Node1""","""Node1""","""Node5""","""Node1""","""Node4""","""Node3""","""Node5""","""Node4""","""Node5""","""Node5""","(0, 4, 2)",4,1.0,0.25,0.5,0.6666666666666666,1.0,0.6666666666666666,"""FCFS""","""FCFS""","""PB""","""PB""","""FCFS""","""PB"""
99999.0,99999.0,99999,"(5, 5)","""Node5""","""Node5""","""Node4""","""Node5""","""Node1""","""Node5""","""Node1""","""Node4""","""Node1""","""Node4""","""Node3""","(5, 1, 0)",4,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,"""PB""","""FCFS""","""FCFS""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(5, 5)","""Node5""","""Node2""","""Node6""","""Node5""","""Node3""","""Node4""","""Node5""","""Node1""","""Node4""","""Node4""","""Node4""","(5, 1, 0)",6,0.6666666666666666,0.25,1.0,1.0,1.0,0.6666666666666666,"""PB""","""PB""","""PB""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(2, 2)","""Node5""","""Node1""","""Node1""","""Node4""","""Node6""","""Node5""","""Node4""","""Node4""","""Node6""","""Node3""","""Node6""","(5, 1, 0)",5,0.6666666666666666,0.25,0.25,1.0,1.0,1.0,"""PB""","""FCFS""","""FCFS""","""FCFS""","""FCFS""","""PB"""
99999.0,99999.0,99999,"(4, 4)","""Node6""","""Node3""","""Node6""","""Node2""","""Node4""","""Node1""","""Node5""","""Node2""","""Node4""","""Node4""","""Node4""","(0, 2, 4)",6,0.6666666666666666,1.0,0.5,1.0,1.0,0.6666666666666666,"""PB""","""PB""","""PB""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(7, 7)","""Node1""","""Node1""","""Node1""","""Node2""","""Node6""","""Node1""","""Node6""","""Node5""","""Node2""","""Node2""","""Node2""","(2, 2, 2)",4,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,"""FCFS""","""FCFS""","""PB""","""PB""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(7, 7)","""Node4""","""Node4""","""Node1""","""Node6""","""Node5""","""Node4""","""Node4""","""Node6""","""Node5""","""Node6""","""Node5""","(0, 3, 3)",4,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB"""
99999.0,99999.0,99999,"(5, 5)","""Node6""","""Node6""","""Node3""","""Node6""","""Node2""","""Node5""","""Node5""","""Node6""","""Node5""","""Node5""","""Node5""","(0, 2, 4)",4,1.0,1.0,0.5,1.0,1.0,1.0,"""PB""","""PB""","""PB""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(5, 5)","""Node6""","""Node5""","""Node6""","""Node5""","""Node1""","""Node4""","""Node5""","""Node1""","""Node1""","""Node1""","""Node1""","(3, 3, 0)",4,0.6666666666666666,0.25,1.0,0.5,1.0,0.5,"""PB""","""PB""","""PB""","""PB""","""FCFS""","""PB"""
99999.0,99999.0,99999,"(6, 6)","""Node5""","""Node3""","""Node1""","""Node5""","""Node3""","""Node3""","""Node6""","""Node6""","""Node6""","""Node6""","""Node6""","(0, 4, 2)",4,0.6666666666666666,0.6666666666666666,1.0,0.25,0.6666666666666666,1.0,"""PB""","""PB""","""FCFS""","""FCFS""","""PB""","""FCFS"""
0.0037795366727871797,0.043346543167488746,5,"(8, 8)","""Node2""","""Node2""","""Node3""","""Node5""","""Node4""","""Node2""","""Node3""","""Node5""","""Node6""","""Node6""","""Node6""","(3, 2, 1)",5,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,"""FCFS""","""FCFS""","""FCFS""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(5, 7)","""Node6""","""Node1""","""Node5""","""Node4""","""Node5""","""Node3""","""Node5""","""Node2""","""Node5""","""Node2""","""Node2""","(3, 0, 3)",6,0.25,1.0,0.5,0.25,1.0,0.25,"""FCFS""","""PB""","""PB""","""PB""","""FCFS""","""PB"""
99999.0,99999.0,99999,"(3, 3)","""Node2""","""Node2""","""Node3""","""Node5""","""Node6""","""Node5""","""Node2""","""Node4""","""Node5""","""Node4""","""Node1""","(4, 0, 2)",6,0.25,1.0,1.0,1.0,1.0,0.6666666666666666,"""FCFS""","""PB""","""FCFS""","""PB""","""PB""","""PB"""
99999.0,99999.0,99999,"(2, 2)","""Node1""","""Node2""","""Node6""","""Node2""","""Node5""","""Node4""","""Node3""","""Node5""","""Node4""","""Node4""","""Node4""","(0, 3, 3)",6,0.25,0.6666666666666666,0.5,1.0,1.0,0.5,"""FCFS""","""FCFS""","""FCFS""","""PB""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(2, 2)","""Node4""","""Node6""","""Node4""","""Node4""","""Node6""","""Node1""","""Node5""","""Node2""","""Node5""","""Node5""","""Node5""","(0, 0, 6)",5,1.0,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,"""FCFS""","""PB""","""FCFS""","""PB""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(7, 7)","""Node5""","""Node4""","""Node3""","""Node2""","""Node2""","""Node6""","""Node1""","""Node2""","""Node2""","""Node1""","""Node6""","(4, 0, 2)",6,1.0,1.0,1.0,0.25,0.5,1.0,"""FCFS""","""PB""","""FCFS""","""FCFS""","""PB""","""PB"""
99999.0,99999.0,99999,"(8, 8)","""Node1""","""Node5""","""Node1""","""Node6""","""Node4""","""Node2""","""Node5""","""Node6""","""Node6""","""Node6""","""Node3""","(0, 5, 1)",6,0.5,1.0,0.25,0.6666666666666666,1.0,1.0,"""PB""","""FCFS""","""PB""","""PB""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(8, 8)","""Node2""","""Node6""","""Node1""","""Node3""","""Node6""","""Node3""","""Node5""","""Node4""","""Node5""","""Node4""","""Node4""","(0, 0, 6)",6,0.5,0.25,1.0,1.0,0.6666666666666666,0.6666666666666666,"""PB""","""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(5, 8)","""Node1""","""Node1""","""Node5""","""Node1""","""Node2""","""Node1""","""Node5""","""Node1""","""Node4""","""Node2""","""Node2""","(1, 2, 3)",4,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,"""FCFS""","""FCFS""","""FCFS""","""FCFS""","""FCFS""","""PB"""
0.00414935126340379,0.04415108915624973,6,"(7, 8)","""Node3""","""Node4""","""Node1""","""Node5""","""Node2""","""Node4""","""Node5""","""Node5""","""Node2""","""Node6""","""Node6""","(1, 2, 3)",6,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,"""FCFS""","""PB""","""FCFS""","""PB""","""PB""","""FCFS"""
99999.0,99999.0,99999,"(6, 6)","""Node6""","""Node4""","""Node6""","""Node3""","""Node5""","""Node2""","""Node6""","""Node3""","""Node5""","""Node2""","""Node2""","(6, 0, 0)",5,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,"""FCFS""","""FCFS""","""FCFS""","""FCFS""","""FCFS""","""FCFS"""
0.005715972180952479,0.051121192250296106,6,"(7, 8)","""Node1""","""Node3""","""Node6""","""Node4""","""Node5""","""Node2""","""Node3""","""Node5""","""Node2""","""Node3""","""Node3""","(1, 0, 5)",6,0.5,1.0,1.0,1.0,0.6666666666666666,1.0,"""PB""","""FCFS""","""FCFS""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(2, 2)","""Node6""","""Node1""","""Node6""","""Node3""","""Node6""","""Node2""","""Node3""","""Node5""","""Node2""","""Node5""","""Node5""","(0, 6, 0)",5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.25,0.6666666666666666,1.0,"""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS""","""PB"""
99999.0,99999.0,99999,"(6, 6)","""Node6""","""Node3""","""Node6""","""Node2""","""Node5""","""Node4""","""Node2""","""Node2""","""Node4""","""Node2""","""Node4""","(1, 5, 0)",5,0.25,1.0,0.25,0.6666666666666666,0.5,0.5,"""FCFS""","""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS"""
99999.0,99999.0,99999,"(8, 8)","""Node3""","""Node4""","""Node5""","""Node3""","""Node2""","""Node3""","""Node3""","""Node3""","""Node3""","""Node5""","""Node5""","(4, 0, 2)",4,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,"""FCFS""","""PB""","""FCFS""","""FCFS""","""FCFS""","""PB"""
99999.0,99999.0,99999,"(6, 8)","""Node6""","""Node2""","""Node2""","""Node4""","""Node4""","""Node4""","""Node6""","""Node2""","""Node5""","""Node4""","""Node4""","(6, 0, 0)",4,0.25,0.25,0.25,0.6666666666666666,0.6666666666666666,0.6666666666666666,"""PB""","""FCFS""","""PB""","""PB""","""FCFS""","""PB"""
0.00425639488159512,0.04340222534236257,6,"(6, 8)","""Node3""","""Node3""","""Node1""","""Node3""","""Node6""","""Node4""","""Node1""","""Node2""","""Node5""","""Node2""","""Node2""","(1, 4, 1)",6,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,"""FCFS""","""PB""","""PB""","""FCFS""","""FCFS""","""PB"""
